,STATE,Year,CO2,CH4,N2O,Fluorinated GHG,Laws and Regulations,State Incentives,Utility/Private Incentives,Ozone,Question,DataValue,StratificationCategory1,Stratification1,Population,Total Sq. Mi.,Total Sq. Km.
15710,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,189.5,Gender,Male,3931316.0,"69,899","181,037"
15711,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,295.5,Gender,Male,3931316.0,"69,899","181,037"
15712,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,922.5,Overall,Overall,3931316.0,"69,899","181,037"
15713,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,100.8,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15714,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,343.6,Overall,Overall,3931316.0,"69,899","181,037"
15715,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,920.9,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15716,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,87.4,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15717,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,90.6,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15718,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,252.9,Gender,Female,3931316.0,"69,899","181,037"
15719,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,34.1,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15720,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,135.1,Gender,Male,3931316.0,"69,899","181,037"
15721,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,370.3,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15722,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,15.6,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15723,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,188.9,Overall,Overall,3931316.0,"69,899","181,037"
15724,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,153.4,Overall,Overall,3931316.0,"69,899","181,037"
15725,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,434.0,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15726,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,467.3,Gender,Male,3931316.0,"69,899","181,037"
15727,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,143.7,Gender,Female,3931316.0,"69,899","181,037"
15728,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,174.0,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15729,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,326.6,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15730,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,246.6,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15731,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,185.9,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15732,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,198.8,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15733,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,71.1,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15734,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,54.1,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15735,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,22.5,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15736,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,215.2,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15737,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,398.8,Gender,Female,3931316.0,"69,899","181,037"
15738,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,431.2,Overall,Overall,3931316.0,"69,899","181,037"
15739,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,139.5,Overall,Overall,3931316.0,"69,899","181,037"
15740,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,422.9,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15741,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,1101.0,Gender,Male,3931316.0,"69,899","181,037"
15742,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,101.2,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15743,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,263.4,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15744,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,332.5,Gender,Female,3931316.0,"69,899","181,037"
15745,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,176.2,Gender,Male,3931316.0,"69,899","181,037"
15746,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15747,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,1218.0,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15748,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,485.9,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15749,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,30.2,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15750,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,1189.0,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15751,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,338.5,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15752,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,12.8,Gender,Male,3931316.0,"69,899","181,037"
15753,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,68.1,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15754,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15755,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,191.1,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15756,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,104.7,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15757,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,274.0,Overall,Overall,3931316.0,"69,899","181,037"
15758,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,244.9,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15759,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from coronary heart disease,131.1,Gender,Female,3931316.0,"69,899","181,037"
15760,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Premature mortality among adults aged 45-64 years,750.7,Gender,Female,3931316.0,"69,899","181,037"
15761,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from heart failure,106.0,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15762,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,188.4,Gender,Female,3931316.0,"69,899","181,037"
15763,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from total cardiovascular diseases,354.8,Gender,Male,3931316.0,"69,899","181,037"
15764,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,3931316.0,"69,899","181,037"
15765,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,137.6,Race/Ethnicity,American Indian or Alaska Native,3931316.0,"69,899","181,037"
15766,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality from diseases of the heart,40.9,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15767,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15768,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,,Race/Ethnicity,Hispanic,3931316.0,"69,899","181,037"
15769,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",3931316.0,"69,899","181,037"
15770,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,13.0,Race/Ethnicity,"White, non-Hispanic",3931316.0,"69,899","181,037"
15771,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,14.6,Gender,Female,3931316.0,"69,899","181,037"
15772,OK,2017,49255301,761427,2155494,0,14,11,3,0.042880481,Asthma mortality rate,13.7,Overall,Overall,3931316.0,"69,899","181,037"
15773,OK,2018,52124663,806791,2146966,0,13,10,3,0.042340427,,,,,3940235.0,"69,899","181,037"
15774,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",57.5,Race/Ethnicity,"Black, non-Hispanic",3818814.0,"69,899","181,037"
15775,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",29.3,Race/Ethnicity,Asian or Pacific Islander,3818814.0,"69,899","181,037"
15776,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",12.2,Race/Ethnicity,Hispanic,3818814.0,"69,899","181,037"
15777,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",81.0,Overall,Overall,3818814.0,"69,899","181,037"
15778,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",71.9,Gender,Female,3818814.0,"69,899","181,037"
15779,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",94.7,Race/Ethnicity,"White, non-Hispanic",3818814.0,"69,899","181,037"
15780,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",90.3,Gender,Male,3818814.0,"69,899","181,037"
15781,OK,2012,65777100,711635,1711635,0,9,12,4,0.049365813,"Cancer of the lung and bronchus, incidence",69.9,Race/Ethnicity,American Indian or Alaska Native,3818814.0,"69,899","181,037"
15782,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",56.2,Race/Ethnicity,"Black, non-Hispanic",3853214.0,"69,899","181,037"
15783,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",90.5,Gender,Male,3853214.0,"69,899","181,037"
15784,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",72.8,Gender,Female,3853214.0,"69,899","181,037"
15785,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",70.7,Race/Ethnicity,American Indian or Alaska Native,3853214.0,"69,899","181,037"
15786,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",12.7,Race/Ethnicity,Hispanic,3853214.0,"69,899","181,037"
15787,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",26.4,Race/Ethnicity,Asian or Pacific Islander,3853214.0,"69,899","181,037"
15788,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",96.0,Race/Ethnicity,"White, non-Hispanic",3853214.0,"69,899","181,037"
15789,OK,2013,63332586,1037873,1792028,0,11,15,4,0.044377627,"Cancer of the lung and bronchus, incidence",81.6,Overall,Overall,3853214.0,"69,899","181,037"
15790,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",11.9,Race/Ethnicity,Hispanic,3878187.0,"69,899","181,037"
15791,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",52.7,Race/Ethnicity,"Black, non-Hispanic",3878187.0,"69,899","181,037"
15792,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",69.6,Race/Ethnicity,American Indian or Alaska Native,3878187.0,"69,899","181,037"
15793,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",88.6,Gender,Male,3878187.0,"69,899","181,037"
15794,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",72.1,Gender,Female,3878187.0,"69,899","181,037"
15795,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",95.3,Race/Ethnicity,"White, non-Hispanic",3878187.0,"69,899","181,037"
15796,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",25.4,Race/Ethnicity,Asian or Pacific Islander,3878187.0,"69,899","181,037"
15797,OK,2014,61707675,851278,1931443,0,11,11,4,0.043243773,"Cancer of the lung and bronchus, incidence",80.3,Overall,Overall,3878187.0,"69,899","181,037"
15798,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,14.4,Overall,Overall,3899001.0,"98,379","254,799"
15799,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native,3899001.0,"98,379","254,799"
15800,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,,Gender,Male,3899001.0,"98,379","254,799"
15801,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,,Race/Ethnicity,Hispanic,3899001.0,"98,379","254,799"
15802,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander,3899001.0,"98,379","254,799"
15803,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,,Race/Ethnicity,"Black, non-Hispanic",3899001.0,"98,379","254,799"
15804,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,16.4,Race/Ethnicity,"White, non-Hispanic",3899001.0,"98,379","254,799"
15805,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Asthma mortality rate,18.8,Gender,Female,3899001.0,"98,379","254,799"
15806,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Premature mortality among adults aged 45-64 years,448.7,Gender,Female,3899001.0,"98,379","254,799"
15807,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Mortality from diseases of the heart,146.0,Gender,Female,3899001.0,"98,379","254,799"
15808,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Mortality from diseases of the heart,57.2,Race/Ethnicity,Asian or Pacific Islander,3899001.0,"98,379","254,799"
15809,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Mortality from heart failure,120.4,Overall,Overall,3899001.0,"98,379","254,799"
15810,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Premature mortality among adults aged 45-64 years,756.5,Race/Ethnicity,American Indian or Alaska Native,3899001.0,"98,379","254,799"
15811,OR,2012,8825709,108590,58950,0,13,10,7,0.039922233,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Hispanic,3899001.0,"98,379","254,799"
