,Year,STATE,Question,DataValue,StratificationCategory1,Stratification1
14277,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,147.1,Race/Ethnicity,"White, non-Hispanic"
14278,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,88.9,Race/Ethnicity,"Black, non-Hispanic"
14279,2013,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,31.1,Race/Ethnicity,Hispanic
14280,2013,OH,Mortality from diseases of the heart,,Race/Ethnicity,American Indian or Alaska Native
14281,2013,OH,Mortality from total cardiovascular diseases,64.7,Race/Ethnicity,Hispanic
14282,2013,OH,Mortality from diseases of the heart,251.6,Race/Ethnicity,"White, non-Hispanic"
14283,2013,OH,Mortality from total cardiovascular diseases,305.4,Gender,Male
14284,2013,OH,Mortality from total cardiovascular diseases,64.4,Race/Ethnicity,Asian or Pacific Islander
14285,2013,OH,Mortality from diseases of the heart,232.3,Overall,Overall
14286,2013,OH,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
14287,2013,OH,Mortality from coronary heart disease,140.6,Overall,Overall
14288,2013,OH,Mortality from coronary heart disease,122.1,Gender,Female
14289,2013,OH,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
14290,2013,OH,Mortality from diseases of the heart,43.4,Race/Ethnicity,Asian or Pacific Islander
14291,2013,OH,Mortality from coronary heart disease,25.9,Race/Ethnicity,Hispanic
14292,2013,OH,Mortality from heart failure,107.3,Gender,Male
14293,2013,OH,Mortality from heart failure,115.4,Overall,Overall
14294,2013,OH,Mortality from coronary heart disease,160.0,Gender,Male
14295,2013,OH,Mortality from total cardiovascular diseases,328.3,Race/Ethnicity,"White, non-Hispanic"
14296,2013,OH,Mortality from heart failure,78.8,Race/Ethnicity,"Black, non-Hispanic"
14297,2013,OH,Mortality from coronary heart disease,98.4,Race/Ethnicity,"Black, non-Hispanic"
14298,2013,OH,Mortality from heart failure,127.7,Race/Ethnicity,"White, non-Hispanic"
14299,2013,OH,Mortality from heart failure,17.7,Race/Ethnicity,Asian or Pacific Islander
14300,2013,OH,Mortality from heart failure,18.0,Race/Ethnicity,Hispanic
14301,2013,OH,Mortality from coronary heart disease,155.0,Race/Ethnicity,"White, non-Hispanic"
14302,2013,OH,Mortality from diseases of the heart,189.7,Race/Ethnicity,"Black, non-Hispanic"
14303,2013,OH,Mortality from total cardiovascular diseases,304.0,Gender,Female
14304,2013,OH,Mortality from diseases of the heart,48.0,Race/Ethnicity,Hispanic
14305,2013,OH,Mortality from total cardiovascular diseases,257.3,Race/Ethnicity,"Black, non-Hispanic"
14306,2013,OH,Mortality from diseases of the heart,220.2,Gender,Female
14307,2013,OH,Mortality from diseases of the heart,244.9,Gender,Male
14308,2013,OH,Mortality from total cardiovascular diseases,82.1,Race/Ethnicity,American Indian or Alaska Native
14309,2013,OH,Mortality from coronary heart disease,29.1,Race/Ethnicity,Asian or Pacific Islander
14310,2013,OH,Mortality from heart failure,123.2,Gender,Female
14311,2013,OH,Mortality from total cardiovascular diseases,304.7,Overall,Overall
14312,2013,OH,Premature mortality among adults aged 45-64 years,701.6,Overall,Overall
14313,2013,OH,Premature mortality among adults aged 45-64 years,550.6,Gender,Female
14314,2013,OH,Premature mortality among adults aged 45-64 years,242.0,Race/Ethnicity,American Indian or Alaska Native
14315,2013,OH,Premature mortality among adults aged 45-64 years,859.7,Gender,Male
14316,2013,OH,Premature mortality among adults aged 45-64 years,679.6,Race/Ethnicity,"White, non-Hispanic"
14317,2013,OH,Premature mortality among adults aged 45-64 years,392.2,Race/Ethnicity,Hispanic
14318,2013,OH,Premature mortality among adults aged 45-64 years,190.2,Race/Ethnicity,Asian or Pacific Islander
14319,2013,OH,Premature mortality among adults aged 45-64 years,1000.8,Race/Ethnicity,"Black, non-Hispanic"
14320,2012,OH,Asthma mortality rate,8.3,Gender,Male
14321,2012,OH,Asthma mortality rate,,Race/Ethnicity,American Indian or Alaska Native
14322,2012,OH,Asthma mortality rate,27.5,Race/Ethnicity,"Black, non-Hispanic"
14323,2012,OH,Asthma mortality rate,16.6,Gender,Female
14324,2012,OH,Asthma mortality rate,12.6,Overall,Overall
14325,2012,OH,Asthma mortality rate,11.0,Race/Ethnicity,"White, non-Hispanic"
14326,2012,OH,Asthma mortality rate,,Race/Ethnicity,Hispanic
14327,2012,OH,Asthma mortality rate,,Race/Ethnicity,Asian or Pacific Islander
14328,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,68.9,Race/Ethnicity,Hispanic
14329,2012,OH,Mortality from diseases of the heart,,Race/Ethnicity,American Indian or Alaska Native
14330,2012,OH,Mortality from diseases of the heart,179.9,Race/Ethnicity,"Black, non-Hispanic"
14331,2012,OH,Mortality from coronary heart disease,158.8,Gender,Male
14332,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,209.9,Race/Ethnicity,"Black, non-Hispanic"
14333,2012,OH,Premature mortality among adults aged 45-64 years,670.0,Race/Ethnicity,"White, non-Hispanic"
14334,2012,OH,Mortality from heart failure,120.3,Gender,Female
14335,2012,OH,Mortality from diseases of the heart,37.8,Race/Ethnicity,Asian or Pacific Islander
14336,2012,OH,Mortality from heart failure,,Race/Ethnicity,American Indian or Alaska Native
14337,2012,OH,Mortality from coronary heart disease,,Race/Ethnicity,American Indian or Alaska Native
14338,2012,OH,Mortality from heart failure,122.8,Race/Ethnicity,"White, non-Hispanic"
14339,2012,OH,Mortality from total cardiovascular diseases,301.7,Overall,Overall
14340,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,87.7,Race/Ethnicity,"Black, non-Hispanic"
14341,2012,OH,Mortality from total cardiovascular diseases,301.8,Gender,Female
14342,2012,OH,Mortality from total cardiovascular diseases,326.5,Race/Ethnicity,"White, non-Hispanic"
14343,2012,OH,Premature mortality among adults aged 45-64 years,850.0,Gender,Male
14344,2012,OH,Mortality from heart failure,77.4,Race/Ethnicity,"Black, non-Hispanic"
14345,2012,OH,Premature mortality among adults aged 45-64 years,243.2,Race/Ethnicity,American Indian or Alaska Native
14346,2012,OH,Premature mortality among adults aged 45-64 years,690.1,Overall,Overall
14347,2012,OH,Mortality from coronary heart disease,125.5,Gender,Female
14348,2012,OH,Premature mortality among adults aged 45-64 years,341.7,Race/Ethnicity,Hispanic
14349,2012,OH,Mortality from coronary heart disease,98.9,Race/Ethnicity,"Black, non-Hispanic"
14350,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,284.7,Overall,Overall
14351,2012,OH,Mortality from diseases of the heart,249.1,Race/Ethnicity,"White, non-Hispanic"
14352,2012,OH,Mortality from coronary heart disease,141.8,Overall,Overall
14353,2012,OH,Mortality from diseases of the heart,239.6,Gender,Male
14354,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14355,2012,OH,Mortality from diseases of the heart,228.9,Overall,Overall
14356,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,265.1,Gender,Female
14357,2012,OH,Mortality from total cardiovascular diseases,301.7,Gender,Male
14358,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14359,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,149.1,Race/Ethnicity,"White, non-Hispanic"
14360,2012,OH,Mortality from coronary heart disease,156.2,Race/Ethnicity,"White, non-Hispanic"
14361,2012,OH,Mortality from total cardiovascular diseases,53.6,Race/Ethnicity,Asian or Pacific Islander
14362,2012,OH,Premature mortality among adults aged 45-64 years,537.7,Gender,Female
14363,2012,OH,Mortality from heart failure,101.7,Gender,Male
14364,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,306.9,Gender,Male
14365,2012,OH,Mortality from coronary heart disease,20.6,Race/Ethnicity,Asian or Pacific Islander
14366,2012,OH,Premature mortality among adults aged 45-64 years,191.2,Race/Ethnicity,Asian or Pacific Islander
14367,2012,OH,Premature mortality among adults aged 45-64 years,973.5,Race/Ethnicity,"Black, non-Hispanic"
14368,2012,OH,Mortality from heart failure,16.7,Race/Ethnicity,Hispanic
14369,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,,Race/Ethnicity,American Indian or Alaska Native
14370,2012,OH,Mortality from total cardiovascular diseases,52.2,Race/Ethnicity,Hispanic
14371,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,301.1,Race/Ethnicity,"White, non-Hispanic"
14372,2012,OH,Mortality from heart failure,111.2,Overall,Overall
14373,2012,OH,Mortality from total cardiovascular diseases,69.4,Race/Ethnicity,American Indian or Alaska Native
14374,2012,OH,Mortality from heart failure,14.9,Race/Ethnicity,Asian or Pacific Islander
14375,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,138.6,Gender,Female
14376,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,140.1,Gender,Male
14377,2012,OH,Mortality from diseases of the heart,37.1,Race/Ethnicity,Hispanic
14378,2012,OH,Mortality from diseases of the heart,218.7,Gender,Female
14379,2012,OH,Mortality from coronary heart disease,23.9,Race/Ethnicity,Hispanic
14380,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,139.3,Overall,Overall
14381,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,31.2,Race/Ethnicity,Hispanic
14382,2012,OH,"Invasive cancer (all sites combined), incidence",145.2,Race/Ethnicity,Hispanic
14383,2012,OH,"Invasive cancer (all sites combined), incidence",591.9,Race/Ethnicity,"White, non-Hispanic"
14384,2012,OH,"Invasive cancer (all sites combined), incidence",553.4,Overall,Overall
14385,2012,OH,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Race/Ethnicity,Asian or Pacific Islander
14386,2012,OH,"Invasive cancer (all sites combined), incidence",176.5,Race/Ethnicity,Asian or Pacific Islander
14387,2012,OH,"Invasive cancer (all sites combined), incidence",563.1,Gender,Male
14388,2012,OH,"Invasive cancer (all sites combined), incidence",424.0,Race/Ethnicity,"Black, non-Hispanic"
14389,2012,OH,"Invasive cancer (all sites combined), incidence",105.7,Race/Ethnicity,American Indian or Alaska Native
14390,2012,OH,Mortality from total cardiovascular diseases,247.8,Race/Ethnicity,"Black, non-Hispanic"
14391,2012,OH,"Invasive cancer (all sites combined), incidence",544.1,Gender,Female
14392,2012,OH,"Cancer of the lung and bronchus, incidence",14.1,Race/Ethnicity,Hispanic
14393,2012,OH,"Cancer of the lung and bronchus, incidence",78.4,Gender,Female
14394,2012,OH,"Cancer of the lung and bronchus, incidence",16.5,Race/Ethnicity,American Indian or Alaska Native
14395,2012,OH,"Cancer of the lung and bronchus, incidence",67.6,Race/Ethnicity,"Black, non-Hispanic"
14396,2012,OH,"Cancer of the lung and bronchus, incidence",19.8,Race/Ethnicity,Asian or Pacific Islander
14397,2012,OH,"Cancer of the lung and bronchus, incidence",92.0,Gender,Male
14398,2012,OH,"Cancer of the lung and bronchus, incidence",92.6,Race/Ethnicity,"White, non-Hispanic"
14399,2012,OH,"Cancer of the lung and bronchus, incidence",85.1,Overall,Overall
14400,2016,OK,Mortality from total cardiovascular diseases,335.5,Gender,Male
14401,2013,OK,Mortality from total cardiovascular diseases,328.4,Gender,Male
14402,2015,OK,Mortality from coronary heart disease,142.2,Gender,Female
14403,2015,OK,Mortality from diseases of the heart,245.6,Gender,Female
14404,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,81.9,Race/Ethnicity,Asian or Pacific Islander
14405,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,189.5,Gender,Male
14406,2017,OK,Mortality from diseases of the heart,295.5,Gender,Male
14407,2017,OK,Premature mortality among adults aged 45-64 years,922.5,Overall,Overall
14408,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,100.8,Race/Ethnicity,"Black, non-Hispanic"
14409,2017,OK,Mortality from total cardiovascular diseases,343.6,Overall,Overall
14410,2017,OK,Premature mortality among adults aged 45-64 years,920.9,Race/Ethnicity,"White, non-Hispanic"
14411,2017,OK,Mortality from heart failure,87.4,Race/Ethnicity,American Indian or Alaska Native
14412,2017,OK,Mortality from total cardiovascular diseases,90.6,Race/Ethnicity,Asian or Pacific Islander
14413,2017,OK,Mortality from diseases of the heart,252.9,Gender,Female
14414,2017,OK,Mortality from coronary heart disease,34.1,Race/Ethnicity,Asian or Pacific Islander
14415,2017,OK,Mortality from heart failure,135.1,Gender,Male
14416,2017,OK,Premature mortality among adults aged 45-64 years,370.3,Race/Ethnicity,Asian or Pacific Islander
14417,2017,OK,Mortality from heart failure,15.6,Race/Ethnicity,Hispanic
14418,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,188.9,Overall,Overall
14419,2017,OK,Mortality from coronary heart disease,153.4,Overall,Overall
14420,2017,OK,Premature mortality among adults aged 45-64 years,434.0,Race/Ethnicity,Hispanic
14421,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,467.3,Gender,Male
14422,2017,OK,Mortality from heart failure,143.7,Gender,Female
14423,2017,OK,Mortality from heart failure,174.0,Race/Ethnicity,"White, non-Hispanic"
14424,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying or contributing cause among adults aged >= 45 years,326.6,Race/Ethnicity,American Indian or Alaska Native
14425,2017,OK,Mortality from total cardiovascular diseases,246.6,Race/Ethnicity,American Indian or Alaska Native
14426,2017,OK,Mortality from diseases of the heart,185.9,Race/Ethnicity,"Black, non-Hispanic"
14427,2017,OK,Mortality from diseases of the heart,198.8,Race/Ethnicity,American Indian or Alaska Native
14428,2017,OK,Mortality from diseases of the heart,71.1,Race/Ethnicity,Asian or Pacific Islander
14429,2017,OK,Mortality from total cardiovascular diseases,54.1,Race/Ethnicity,Hispanic
14430,2017,OK,Mortality from coronary heart disease,22.5,Race/Ethnicity,Hispanic
14431,2017,OK,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,215.2,Race/Ethnicity,"White, non-Hispanic"
